label,json_file,FieldName,cycle,time_days,RF
H2-495964-20-54-158-319-15-2.38,H2-495964-20-54-158-319-15-2.38.json,,2,63.851448512907446,0.9502915288534245
H2-495964-20-54-158-319-15-2.38,H2-495964-20-54-158-319-15-2.38.json,,3,83.85713033109033,0.9368817072796864
H2-495964-20-54-158-319-15-2.38,H2-495964-20-54-158-319-15-2.38.json,,4,103.86281214927241,0.9274607854401139
H2-495964-20-54-158-319-15-2.38,H2-495964-20-54-158-319-15-2.38.json,,5,123.86849396745298,0.9206308485471367
H2-495964-20-54-158-319-15-2.38,H2-495964-20-54-158-319-15-2.38.json,,6,143.87417578563353,0.9155451305765607
H2-495964-20-54-158-319-15-2.38,H2-495964-20-54-158-319-15-2.38.json,,7,163.8798576038141,0.9116756515268254
H2-495964-20-54-158-319-15-2.38,H2-495964-20-54-158-319-15-2.38.json,,8,183.88553942199465,0.9086807459296801
H2-495964-20-54-158-319-15-2.38,H2-495964-20-54-158-319-15-2.38.json,,9,203.8003121492684,0.9071178885976003
H2-495964-20-54-158-319-15-2.38,H2-495964-20-54-158-319-15-2.38.json,,10,223.80599396745365,0.9051276532625423
H2-495964-20-54-158-319-15-2.38,H2-495964-20-54-158-319-15-2.38.json,,11,243.81167578563887,0.9035508499619519
H2-495964-20-54-158-319-15-2.38,H2-495964-20-54-158-319-15-2.38.json,,12,263.8173576038241,0.9022884428683674
H2-495964-20-54-158-319-15-2.38,H2-495964-20-54-158-319-15-2.38.json,,13,283.82303942200934,0.9012721227031235
H2-495964-20-54-158-319-15-2.38,H2-495964-20-54-158-319-15-2.38.json,,14,303.82872124019457,0.9004517713468205
H2-495964-20-54-158-319-15-2.38,H2-495964-20-54-158-319-15-2.38.json,,15,323.7434939674707,0.8996158664404241
H2-652315-161-108-115-319-7-2.46,H2-652315-161-108-115-319-7-2.46.json,,1,359.3559621038112,0.9656122879156163
H2-652315-161-108-115-319-7-2.46,H2-652315-161-108-115-319-7-2.46.json,,2,520.4689808962224,0.9377822724188395
H2-652315-161-108-115-319-7-2.46,H2-652315-161-108-115-319-7-2.46.json,,3,681.7101332781261,0.9210628804594538
H2-652315-161-108-115-319-7-2.46,H2-652315-161-108-115-319-7-2.46.json,,4,842.2194674782115,0.9127628419291097
H2-652315-161-108-115-319-7-2.46,H2-652315-161-108-115-319-7-2.46.json,,5,1003.3871292838047,0.9061333870792865
H2-652315-161-108-115-319-7-2.46,H2-652315-161-108-115-319-7-2.46.json,,6,1164.554791089398,0.9018028360253453
H2-652315-161-108-115-319-7-2.46,H2-652315-161-108-115-319-7-2.46.json,,7,1325.7224528949912,0.8988918082530756
H2-652315-161-108-115-319-7-2.46,H2-652315-161-108-115-319-7-2.46.json,,8,1486.2317870950767,0.8976589768662638
H2-652315-161-108-115-319-7-2.46,H2-652315-161-108-115-319-7-2.46.json,,9,1647.4729394769806,0.8961020349027572
H2-652315-161-108-115-319-7-2.46,H2-652315-161-108-115-319-7-2.46.json,,10,1808.7140918588848,0.8950501295855708
H2-652315-161-108-115-319-7-2.46,H2-652315-161-108-115-319-7-2.46.json,,11,1969.4673654529101,0.895155487924818
H2-652315-161-108-115-319-7-2.46,H2-652315-161-108-115-319-7-2.46.json,,12,2130.7085178348143,0.8945984015955006
H2-652315-161-108-115-319-7-2.46,H2-652315-161-108-115-319-7-2.46.json,,13,2291.4312990045973,0.8946371861448752
H2-652315-161-108-115-319-7-2.46,H2-652315-161-108-115-319-7-2.46.json,,14,2452.6724513865015,0.8944248097640973
H2-652315-161-108-115-319-7-2.46,H2-652315-161-108-115-319-7-2.46.json,,15,2612.4499674047693,0.8947101970321212
